target_id	label	sentence	gloss	target_index_start	target_index_end	sense_key
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	several exercises intended to be done in series	2	3	set%1:04:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	the act of putting something in position	2	3	set%1:04:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	representation consisting of the scenery and other properties used to identify the location of a dramatic production	2	3	set%1:06:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	any electronic equipment that receives or transmits radio or tv signals	2	3	set%1:06:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	(psychology) being temporarily ready to respond in a particular way	2	3	set%1:09:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	a relatively permanent inclination to react in a particular way	2	3	set%1:09:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	the descent of a heavenly body below the horizon	2	3	set%1:11:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	a group of things of the same kind that belong together and are so used	2	3	set%1:14:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	an unofficial association of people or groups	2	3	set%1:14:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	(mathematics) an abstract collection of numbers or symbols	2	3	set%1:14:02::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	evil Egyptian god with the head of a beast that has high square ears and a long snout; brother and murderer of Osiris	2	3	set%1:18:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	the process of becoming hard or solid by cooling or drying or crystallization	2	3	set%1:22:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	a unit of play in tennis or squash	2	3	set%1:28:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	arrange attractively	2	3	set%2:29:05::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	bear fruit	2	3	set%2:29:06::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	alter or regulate so as to achieve accuracy or conform to a standard	2	3	set%2:30:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	put into a certain state; cause to be in a certain state	2	3	set%2:30:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	set to a certain position or cause to operate correctly	2	3	set%2:30:02::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	equip with sails or masts	2	3	set%2:30:06::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	become gelatinous	2	3	set%2:30:07::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	make ready or suitable or equip in advance for a particular purpose or for some use, event, etc	2	3	set%2:30:09::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	get ready for a particular purpose or event	2	3	set%2:30:12::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	fix conclusively or authoritatively	2	3	set%2:31:04::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	estimate	2	3	set%2:31:13::
d000.s004.t000	1	Have you set specific objectives for your employee publication ?	decide upon or fix definitely	2	3	set%2:32:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	establish as the highest level or best performance	2	3	set%2:32:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	urge to attack someone	2	3	set%2:33:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	put into a certain place or abstract location	2	3	set%2:35:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	fix in a border	2	3	set%2:35:02::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	give a fine, sharp edge to a knife or razor	2	3	set%2:35:04::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	insert (a nail or screw below the surface, as into a countersink)	2	3	set%2:35:05::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	put or set (seeds, seedlings, or plants) into the ground	2	3	set%2:35:09::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	put into a position that will restore a normal state	2	3	set%2:35:15::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	adapt for performance in a different way	2	3	set%2:36:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	locate	2	3	set%2:36:01::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	set in type	2	3	set%2:36:11::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	apply or start	2	3	set%2:36:12::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	disappear beyond the horizon	2	3	set%2:38:00::
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	set down according to a plan:"a carefully laid table with places set for four people"	2	3	set%5:00:00:arranged:00
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	being below the horizon	2	3	set%5:00:00:down:00
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	converted to solid form (as concrete)	2	3	set%5:00:00:hard:01
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	fixed and unmoving	2	3	set%5:00:00:nonmoving:00
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	(usually followed by `to' or `for') on the point of or strongly disposed	2	3	set%5:00:00:ready:00
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	situated in a particular spot or position	2	3	set%5:00:00:settled:01
d000.s004.t000	0	Have you set specific objectives for your employee publication ?	determined or decided upon as by an authority	2	3	set%5:00:00:settled:02
d000.s004.t001	0	Have you set specific objectives for your employee publication ?	a medicine that has a mitigating effect on a specific disease	3	4	specific%1:06:00::
d000.s004.t001	0	Have you set specific objectives for your employee publication ?	a fact about some part (as opposed to general)	3	4	specific%1:09:00::
d000.s004.t001	1	Have you set specific objectives for your employee publication ?	(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique	3	4	specific%3:00:00::
d000.s004.t001	0	Have you set specific objectives for your employee publication ?	being or affecting a disease produced by a particular microorganism or condition; used also of stains or dyes used in making microscope slides	3	4	specific%3:00:02::
d000.s004.t001	0	Have you set specific objectives for your employee publication ?	relating to or distinguishing or constituting a taxonomic species	3	4	specific%3:01:00::
d000.s004.t001	0	Have you set specific objectives for your employee publication ?	stated explicitly or in detail	3	4	specific%5:00:00:specified:00
d000.s004.t002	0	Have you set specific objectives for your employee publication ?	the lens or system of lenses in a telescope or microscope that is nearest the object being viewed	4	5	objective%1:06:00::
d000.s004.t002	1	Have you set specific objectives for your employee publication ?	the goal intended to be attained (and which is believed to be attainable)	4	5	objective%1:09:00::
d000.s004.t002	0	Have you set specific objectives for your employee publication ?	undistorted by emotion or personal bias; based on observable phenomena	4	5	objective%3:00:00::
d000.s004.t002	0	Have you set specific objectives for your employee publication ?	serving as or indicating the object of a verb or of certain prepositions and used for certain other purposes	4	5	objective%3:01:00::
d000.s004.t002	0	Have you set specific objectives for your employee publication ?	belonging to immediate experience of actual things or events	4	5	objective%5:00:00:concrete:00
d000.s004.t002	0	Have you set specific objectives for your employee publication ?	emphasizing or expressing things as perceived without distortion of personal feelings, insertion of fictional matter, or interpretation	4	5	objective%5:00:00:real:00
d000.s004.t003	1	Have you set specific objectives for your employee publication ?	a worker who is hired to perform a job	7	8	employee%1:18:00::
d000.s004.t004	0	Have you set specific objectives for your employee publication ?	the business of issuing printed matter for sale or distribution	8	9	publication%1:04:00::
d000.s004.t004	0	Have you set specific objectives for your employee publication ?	the act of issuing printed materials	8	9	publication%1:04:01::
d000.s004.t004	0	Have you set specific objectives for your employee publication ?	the communication of something to the public; making information generally known	8	9	publication%1:04:02::
d000.s004.t004	1	Have you set specific objectives for your employee publication ?	a copy of a printed work offered for distribution	8	9	publication%1:10:00::
d000.s005.t000	0	Is it reaching these goals ?	the act of physically reaching or thrusting out	2	3	reach%1:04:00::
d000.s005.t000	0	Is it reaching these goals ?	an area in which something acts or operates or has power or control: "the range of a supersonic jet"	2	3	reach%1:07:00::
d000.s005.t000	0	Is it reaching these goals ?	the limit of capability	2	3	reach%1:09:00::
d000.s005.t000	0	Is it reaching these goals ?	the limits within which something can be effective	2	3	reach%1:15:00::
d000.s005.t000	0	Is it reaching these goals ?	be in or establish communication with	2	3	reach%2:32:00::
d000.s005.t000	0	Is it reaching these goals ?	to exert much effort or energy	2	3	reach%2:33:00::
d000.s005.t000	0	Is it reaching these goals ?	move forward or upward in order to touch; also in a metaphorical sense	2	3	reach%2:35:00::
d000.s005.t000	0	Is it reaching these goals ?	reach a point in time, or a certain state or level	2	3	reach%2:38:00::
d000.s005.t000	0	Is it reaching these goals ?	reach a destination, either real or abstract	2	3	reach%2:38:01::
d000.s005.t000	1	Is it reaching these goals ?	reach a goal, e.g., "make the first team"	2	3	reach%2:38:06::
d000.s005.t000	0	Is it reaching these goals ?	place into the hands or custody of	2	3	reach%2:40:00::
d000.s005.t000	0	Is it reaching these goals ?	to gain with effort	2	3	reach%2:41:00::
d000.s005.t000	0	Is it reaching these goals ?	to extend as far as	2	3	reach%2:42:00::
d000.s005.t001	0	Is it reaching these goals ?	a successful attempt at scoring	4	5	goal%1:04:00::
d000.s005.t001	0	Is it reaching these goals ?	game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points	4	5	goal%1:06:00::
d000.s005.t001	1	Is it reaching these goals ?	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	4	5	goal%1:09:00::
d000.s005.t001	0	Is it reaching these goals ?	the place designated as the end (as of a race or journey)	4	5	goal%1:15:00::
d000.s006.t000	0	Is it larger or fancier than you really need ?	a light strong brittle grey toxic bivalent metallic element	0	1	be%1:27:00::
d000.s006.t000	0	Is it larger or fancier than you really need ?	spend or use time	0	1	be%2:40:00::
d000.s006.t000	0	Is it larger or fancier than you really need ?	work in a specific place, with a specific subject, or in a specific function	0	1	be%2:41:00::
d000.s006.t000	0	Is it larger or fancier than you really need ?	have an existence, be extant	0	1	be%2:42:00::
d000.s006.t000	0	Is it larger or fancier than you really need ?	have life, be alive	0	1	be%2:42:01::
d000.s006.t000	0	Is it larger or fancier than you really need ?	form or compose	0	1	be%2:42:02::
d000.s006.t000	1	Is it larger or fancier than you really need ?	have the quality of being; (copula, used with an adjective or a predicate noun)	0	1	be%2:42:03::
d000.s006.t000	0	Is it larger or fancier than you really need ?	happen, occur, take place; this was during the visit to my parents' house"	0	1	be%2:42:04::
d000.s006.t000	0	Is it larger or fancier than you really need ?	occupy a certain position or area; be somewhere	0	1	be%2:42:05::
d000.s006.t000	0	Is it larger or fancier than you really need ?	be identical to; be someone or something	0	1	be%2:42:06::
d000.s006.t000	0	Is it larger or fancier than you really need ?	be identical or equivalent to	0	1	be%2:42:07::
d000.s006.t000	0	Is it larger or fancier than you really need ?	represent, as of a character on stage	0	1	be%2:42:08::
d000.s006.t000	0	Is it larger or fancier than you really need ?	be priced at	0	1	be%2:42:09::
d000.s006.t000	0	Is it larger or fancier than you really need ?	to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form	0	1	be%2:42:13::
d000.s006.t001	1	Is it larger or fancier than you really need ?	large or big relative to something else	2	3	larger%5:00:00:large:00
d000.s006.t002	0	Is it larger or fancier than you really need ?	a kind of imagination that was held by Coleridge to be more casual and superficial than true imagination	4	5	fancy%1:09:01::
d000.s006.t002	0	Is it larger or fancier than you really need ?	something many people believe that is false	4	5	fancy%1:09:02::
d000.s006.t002	0	Is it larger or fancier than you really need ?	a predisposition to like something	4	5	fancy%1:12:00::
d000.s006.t002	0	Is it larger or fancier than you really need ?	imagine; conceive of; see in one's mind	4	5	fancy%2:36:00::
d000.s006.t002	0	Is it larger or fancier than you really need ?	have a fancy or particular liking or desire for	4	5	fancy%2:37:00::
d000.s006.t002	1	Is it larger or fancier than you really need ?	not plain; decorative or ornamented	4	5	fancy%3:00:00::
d000.s006.t003	0	Is it larger or fancier than you really need ?	used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal	7	8	really%4:02:00::
d000.s006.t003	0	Is it larger or fancier than you really need ?	in fact (used as intensifiers or sentence modifiers)	7	8	really%4:02:02::
d000.s006.t003	1	Is it larger or fancier than you really need ?	in accordance with truth or fact or reality	7	8	really%4:02:03::
d000.s006.t003	0	Is it larger or fancier than you really need ?	in actual fact	7	8	really%4:02:04::
d000.s006.t004	0	Is it larger or fancier than you really need ?	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior	8	9	need%1:03:00::
d000.s006.t004	0	Is it larger or fancier than you really need ?	anything that is necessary but lacking	8	9	need%1:17:00::
d000.s006.t004	0	Is it larger or fancier than you really need ?	a condition requiring relief	8	9	need%1:26:00::
d000.s006.t004	0	Is it larger or fancier than you really need ?	a state of extreme poverty or destitution	8	9	need%1:26:01::
d000.s006.t004	1	Is it larger or fancier than you really need ?	have need of	8	9	need%2:34:00::
d000.s006.t004	0	Is it larger or fancier than you really need ?	have or feel a need for	8	9	need%2:34:01::
d000.s006.t004	0	Is it larger or fancier than you really need ?	require as useful, just, or proper	8	9	need%2:42:00::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	the act of using	2	3	use%1:04:00::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition	2	3	use%1:04:01::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	exerting shrewd or devious influence especially for one's own advantage	2	3	use%1:04:02::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	what something is used for	2	3	use%1:07:00::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	a particular service	2	3	use%1:07:02::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	(law) the exercise of the legal right to enjoy the benefits of owning property	2	3	use%1:07:03::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	(economics) the utilization of economic goods to satisfy needs or in manufacturing	2	3	use%1:22:00::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	use up, consume fully	2	3	use%2:34:00::
d000.s007.t000	1	Are you using the most economical printing methods , paper , etc. .	put into service; make work or employ for a particular purpose or for its inherent or natural purpose	2	3	use%2:34:01::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	take or consume (regularly or habitually)	2	3	use%2:34:02::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	habitually do something (use only in the past tense)	2	3	use%2:41:03::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	avail oneself to	2	3	use%2:41:04::
d000.s007.t000	0	Are you using the most economical printing methods , paper , etc. .	seek or achieve an end by using to one's advantage	2	3	use%2:41:14::
d000.s007.t001	0	Are you using the most economical printing methods , paper , etc. .	the superlative of `much' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning the greatest in amount or extent or degree	4	5	most%3:00:01::
d000.s007.t001	0	Are you using the most economical printing methods , paper , etc. .	(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number	4	5	most%3:00:02::
d000.s007.t001	1	Are you using the most economical printing methods , paper , etc. .	used to form the superlative	4	5	most%4:02:00::
d000.s007.t001	0	Are you using the most economical printing methods , paper , etc. .	very	4	5	most%4:02:01::
d000.s007.t001	0	Are you using the most economical printing methods , paper , etc. .	(of actions or states) slightly short of or not quite accomplished; all but	4	5	most%4:02:02::
d000.s007.t002	0	Are you using the most economical printing methods , paper , etc. .	of or relating to an economy, the system of production and management of material wealth	5	6	economical%3:01:00::
d000.s007.t002	1	Are you using the most economical printing methods , paper , etc. .	using the minimum of time or resources necessary for effectiveness	5	6	economical%5:00:00:efficient:00
d000.s007.t002	0	Are you using the most economical printing methods , paper , etc. .	avoiding waste	5	6	economical%5:00:00:thrifty:00
d000.s007.t003	1	Are you using the most economical printing methods , paper , etc. .	the business of producing printed material for sale or distribution	6	7	printing%1:04:00::
d000.s007.t003	0	Are you using the most economical printing methods , paper , etc. .	reproduction by applying ink to paper as for publication	6	7	printing%1:10:00::
d000.s007.t003	0	Are you using the most economical printing methods , paper , etc. .	text handwritten in the style of printed matter	6	7	printing%1:10:01::
d000.s007.t003	0	Are you using the most economical printing methods , paper , etc. .	all the copies of a work printed at one time	6	7	printing%1:10:02::
d000.s007.t004	0	Are you using the most economical printing methods , paper , etc. .	an acting technique introduced by Stanislavsky in which the actor recalls emotions or reactions from his or her own life and uses them to identify with the character being portrayed	7	8	method%1:04:00::
d000.s007.t004	1	Are you using the most economical printing methods , paper , etc. .	a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)	7	8	method%1:09:00::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	the physical object that is the product of a newspaper publisher	9	10	paper%1:06:00::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	a medium for written communication	9	10	paper%1:10:00::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	an essay (especially one written as an assignment)	9	10	paper%1:10:01::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	a scholarly article describing the results of observations or stating hypotheses	9	10	paper%1:10:02::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	a daily or weekly publication on folded sheets; contains news and articles and advertisements	9	10	paper%1:10:03::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	a business firm that publishes newspapers	9	10	paper%1:14:00::
d000.s007.t005	1	Are you using the most economical printing methods , paper , etc. .	a material made of cellulose pulp derived mainly from wood or rags or certain grasses	9	10	paper%1:27:00::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	cover with paper	9	10	paper%2:35:00::
d000.s007.t005	0	Are you using the most economical printing methods , paper , etc. .	cover with wallpaper	9	10	paper%2:35:01::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	a light strong brittle grey toxic bivalent metallic element	0	1	be%1:27:00::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	spend or use time	0	1	be%2:40:00::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	work in a specific place, with a specific subject, or in a specific function	0	1	be%2:41:00::
d000.s008.t000	1	Are there other , cheaper communications techniques that could be substituted ?	have an existence, be extant	0	1	be%2:42:00::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	have life, be alive	0	1	be%2:42:01::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	form or compose	0	1	be%2:42:02::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	have the quality of being; (copula, used with an adjective or a predicate noun)	0	1	be%2:42:03::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	happen, occur, take place; this was during the visit to my parents' house"	0	1	be%2:42:04::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	occupy a certain position or area; be somewhere	0	1	be%2:42:05::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	be identical to; be someone or something	0	1	be%2:42:06::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	be identical or equivalent to	0	1	be%2:42:07::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	represent, as of a character on stage	0	1	be%2:42:08::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	be priced at	0	1	be%2:42:09::
d000.s008.t000	0	Are there other , cheaper communications techniques that could be substituted ?	to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form	0	1	be%2:42:13::
d000.s008.t001	1	Are there other , cheaper communications techniques that could be substituted ?	not the same one or ones already mentioned or implied	2	3	other%3:00:00::
d000.s008.t001	0	Are there other , cheaper communications techniques that could be substituted ?	recently past	2	3	other%5:00:00:past:00
d000.s008.t001	0	Are there other , cheaper communications techniques that could be substituted ?	very unusual; different in character or quality from the normal or expected	2	3	other%5:00:00:strange:00
d000.s008.t001	0	Are there other , cheaper communications techniques that could be substituted ?	belonging to the distant past	2	3	other%5:00:02:past:00
d000.s008.t002	1	Are there other , cheaper communications techniques that could be substituted ?	relatively low in price or charging low prices	4	5	cheap%3:00:00::
d000.s008.t002	0	Are there other , cheaper communications techniques that could be substituted ?	of very poor quality; flimsy	4	5	cheap%5:00:00:inferior:02
d000.s008.t002	0	Are there other , cheaper communications techniques that could be substituted ?	embarrassingly stingy	4	5	cheap%5:00:00:stingy:00
d000.s008.t002	0	Are there other , cheaper communications techniques that could be substituted ?	tastelessly showy	4	5	cheap%5:00:00:tasteless:02
d000.s008.t003	0	Are there other , cheaper communications techniques that could be substituted ?	something that is communicated by or to or between people or groups	5	6	communication%1:03:00::
d000.s008.t003	1	Are there other , cheaper communications techniques that could be substituted ?	the activity of communicating; the activity of conveying information	5	6	communication%1:10:01::
d000.s008.t003	0	Are there other , cheaper communications techniques that could be substituted ?	a connection allowing access between persons or places	5	6	communication%1:24:00::
d000.s008.t004	1	Are there other , cheaper communications techniques that could be substituted ?	a practical method or art applied to some particular task	6	7	technique%1:09:00::
d000.s008.t004	0	Are there other , cheaper communications techniques that could be substituted ?	skillfulness in the command of fundamentals deriving from practice and familiarity	6	7	technique%1:09:01::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	a person or thing that takes or can take the place of another	10	11	substitute%1:09:00::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	someone who takes the place of another (as when things get dangerous or difficult)	10	11	substitute%1:18:00::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	an athlete who plays only when a starter on the team is replaced	10	11	substitute%1:18:01::
d000.s008.t005	1	Are there other , cheaper communications techniques that could be substituted ?	put in the place of another; switch seemingly equivalent items	10	11	substitute%2:40:00::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	be a substitute	10	11	substitute%2:40:01::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	act as a substitute	10	11	substitute%2:41:09::
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	artificial and inferior	10	11	substitute%5:00:00:artificial:00
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	serving or used in place of another	10	11	substitute%5:00:00:secondary:01
d000.s008.t005	0	Are there other , cheaper communications techniques that could be substituted ?	capable of substituting in any of several positions on a team	10	11	substitute%5:00:02:secondary:01
d000.s009.t000	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	a theatrical pose created for effect	2	3	attitude%1:04:00::
d000.s009.t000	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	the arrangement of the body and its limbs	2	3	attitude%1:07:01::
d000.s009.t000	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways	2	3	attitude%1:09:00::
d000.s009.t000	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	position of aircraft or spacecraft relative to a frame of reference (the horizon or direction of motion)	2	3	attitude%1:24:00::
d000.s009.t001	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	a worker who is hired to perform a job	4	5	employee%1:18:00::
d000.s009.t002	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	something that aids or promotes well-being	5	6	benefit%1:07:00::
d000.s009.t002	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	a performance to raise money for a charitable cause	5	6	benefit%1:10:00::
d000.s009.t002	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	financial assistance in time of need	5	6	benefit%1:21:00::
d000.s009.t002	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	derive a benefit from	5	6	benefit%2:40:00::
d000.s009.t002	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	be beneficial for	5	6	benefit%2:40:01::
d000.s009.t003	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	spur on	6	7	encourage%2:32:00::
d000.s009.t003	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	inspire with confidence; give hope or courage to	6	7	encourage%2:37:00::
d000.s009.t003	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	contribute to the progress or growth of	6	7	encourage%2:41:00::
d000.s009.t004	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	excessive indulgence	8	9	excess%1:04:00::
d000.s009.t004	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	immoderation as a consequence of going beyond sufficient or permitted limits	8	9	excess%1:07:00::
d000.s009.t004	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	a quantity much larger than is needed	8	9	excess%1:07:02::
d000.s009.t004	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	the state of being more than full	8	9	excess%1:26:00::
d000.s009.t004	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	more than is needed, desired, or required	8	9	excess%5:00:00:unnecessary:00
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	people who are free	10	11	free%1:14:00::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	make (assets) available	10	11	free%2:30:01::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	let off the hook	10	11	free%2:32:00::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	free or remove obstruction from	10	11	free%2:35:01::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	remove or force out from a position	10	11	free%2:35:02::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	release (gas or energy) as a result of a chemical reaction or physical decomposition	10	11	free%2:36:03::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	part with a possession or right	10	11	free%2:40:01::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	relieve from	10	11	free%2:40:02::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	grant freedom to; free from confinement	10	11	free%2:41:00::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	make (information) available for publication	10	11	free%2:41:01::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	free from obligations or duties	10	11	free%2:41:02::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	grant relief or an exemption from a rule or requirement to	10	11	free%2:41:07::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	able to act at will; not hampered; not under compulsion or restraint	10	11	free%3:00:00::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	not held in servitude	10	11	free%3:00:01::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	unconstrained or not chemically bound in a molecule or not fixed and capable of relatively unrestricted motion	10	11	free%3:00:02::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	without restraint	10	11	free%4:02:00::
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	not literal	10	11	free%5:00:00:inexact:00
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	completely wanting or lacking	10	11	free%5:00:00:nonexistent:00
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	not fixed in position	10	11	free%5:00:00:unfixed:00
d000.s009.t005	1	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	costing nothing	10	11	free%5:00:00:unpaid:00
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	not taken up by scheduled activities	10	11	free%5:00:01:unoccupied:00
d000.s009.t005	0	Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?	not occupied or in use	10	11	free%5:00:02:unoccupied:00
